k_therm (W/(m*K)),alpha_cte (1/K),E_mod (Pa),Cp_ (J/(kg*K)),rho_ (kg/m^3),Time (s),Temperature (K),von Mises stress (N/m^2)
12.15972424,7.74E-06,5.04E+11,550.8601586,6757.864479,3.5,1108.000504,2.95E+09
12.15972424,7.74E-06,5.04E+11,550.8601586,6757.864479,4,1292.578351,3.61E+09
12.15972424,7.74E-06,5.04E+11,550.8601586,6757.864479,4.5,1488.787619,4.32E+09
12.15972424,7.74E-06,5.04E+11,550.8601586,6757.864479,5,1692.978274,5.06E+09
12.15972424,7.74E-06,5.04E+11,550.8601586,6757.864479,5.5,1868.751682,5.70E+09
12.15972424,7.74E-06,5.04E+11,550.8601586,6757.864479,6,2019.347988,6.26E+09
12.15972424,7.74E-06,5.04E+11,550.8601586,6757.864479,6.5,2153.6669,6.77E+09
12.15972424,7.74E-06,5.04E+11,550.8601586,6757.864479,7,2275.440733,7.24E+09
12.15972424,7.74E-06,5.04E+11,550.8601586,6757.864479,7.5,2387.032199,7.67E+09
12.15972424,7.74E-06,5.04E+11,550.8601586,6757.864479,8,2490.552678,8.07E+09
12.15972424,7.74E-06,5.04E+11,550.8601586,6757.864479,8.5,2586.883457,8.45E+09
12.15972424,7.74E-06,5.04E+11,550.8601586,6757.864479,9,2677.306626,8.80E+09
12.15972424,7.74E-06,5.04E+11,550.8601586,6757.864479,9.5,2761.896013,9.14E+09
12.15972424,7.74E-06,5.04E+11,550.8601586,6757.864479,10,2841.935384,9.46E+09
17.15982645,7.40E-06,4.24E+11,657.365863,6832.250794,0,293.1500004,1.021613362
17.15982645,7.40E-06,4.24E+11,657.365863,6832.250794,0.5,324.6967683,9.81E+07
17.15982645,7.40E-06,4.24E+11,657.365863,6832.250794,1,384.2853581,2.75E+08
17.15982645,7.40E-06,4.24E+11,657.365863,6832.250794,1.5,463.6079177,5.05E+08
17.15982645,7.40E-06,4.24E+11,657.365863,6832.250794,2,558.9228732,7.79E+08
17.15982645,7.40E-06,4.24E+11,657.365863,6832.250794,2.5,667.7060213,1.09E+09
17.15982645,7.40E-06,4.24E+11,657.365863,6832.250794,3,788.4049386,1.44E+09
17.15982645,7.40E-06,4.24E+11,657.365863,6832.250794,3.5,920.0602091,1.82E+09
17.15982645,7.40E-06,4.24E+11,657.365863,6832.250794,4,1061.400516,2.23E+09
17.15982645,7.40E-06,4.24E+11,657.365863,6832.250794,4.5,1211.676902,2.67E+09
17.15982645,7.40E-06,4.24E+11,657.365863,6832.250794,5,1361.20312,3.11E+09
17.15982645,7.40E-06,4.24E+11,657.365863,6832.250794,5.5,1495.756096,3.51E+09
17.15982645,7.40E-06,4.24E+11,657.365863,6832.250794,6,1610.188682,3.86E+09
17.15982645,7.40E-06,4.24E+11,657.365863,6832.250794,6.5,1711.84851,4.17E+09
17.15982645,7.40E-06,4.24E+11,657.365863,6832.250794,7,1803.650927,4.46E+09
17.15982645,7.40E-06,4.24E+11,657.365863,6832.250794,7.5,1887.341344,4.72E+09
17.15982645,7.40E-06,4.24E+11,657.365863,6832.250794,8,1964.308314,4.96E+09
17.15982645,7.40E-06,4.24E+11,657.365863,6832.250794,8.5,2035.705335,5.19E+09
17.15982645,7.40E-06,4.24E+11,657.365863,6832.250794,9,2102.290674,5.40E+09
17.15982645,7.40E-06,4.24E+11,657.365863,6832.250794,9.5,2164.836227,5.60E+09
17.15982645,7.40E-06,4.24E+11,657.365863,6832.250794,10,2223.985874,5.79E+09
14.63709134,6.96E-06,4.32E+11,666.8200692,7057.965317,0,293.1500004,0.93422845
14.63709134,6.96E-06,4.32E+11,666.8200692,7057.965317,0.5,326.3586103,9.97E+07
14.63709134,6.96E-06,4.32E+11,666.8200692,7057.965317,1,388.9022262,2.79E+08
14.63709134,6.96E-06,4.32E+11,666.8200692,7057.965317,1.5,472.0655299,5.12E+08
14.63709134,6.96E-06,4.32E+11,666.8200692,7057.965317,2,572.0608242,7.89E+08
14.63709134,6.96E-06,4.32E+11,666.8200692,7057.965317,2.5,686.3944595,1.10E+09
14.63709134,6.96E-06,4.32E+11,666.8200692,7057.965317,3,813.5326876,1.46E+09
14.63709134,6.96E-06,4.32E+11,666.8200692,7057.965317,3.5,952.5161476,1.84E+09
14.63709134,6.96E-06,4.32E+11,666.8200692,7057.965317,4,1102.061604,2.25E+09
14.63709134,6.96E-06,4.32E+11,666.8200692,7057.965317,4.5,1261.398914,2.70E+09
14.63709134,6.96E-06,4.32E+11,666.8200692,7057.965317,5,1420.360785,3.14E+09
14.63709134,6.96E-06,4.32E+11,666.8200692,7057.965317,5.5,1564.011305,3.55E+09
14.63709134,6.96E-06,4.32E+11,666.8200692,7057.965317,6,1686.941612,3.90E+09
14.63709134,6.96E-06,4.32E+11,666.8200692,7057.965317,6.5,1796.935401,4.22E+09
14.63709134,6.96E-06,4.32E+11,666.8200692,7057.965317,7,1896.975853,4.51E+09
14.63709134,6.96E-06,4.32E+11,666.8200692,7057.965317,7.5,1988.706165,4.78E+09
14.63709134,6.96E-06,4.32E+11,666.8200692,7057.965317,8,2073.481885,5.04E+09
14.63709134,6.96E-06,4.32E+11,666.8200692,7057.965317,8.5,2152.349143,5.27E+09
14.63709134,6.96E-06,4.32E+11,666.8200692,7057.965317,9,2226.128508,5.50E+09
14.63709134,6.96E-06,4.32E+11,666.8200692,7057.965317,9.5,2295.634531,5.71E+09
14.63709134,6.96E-06,4.32E+11,666.8200692,7057.965317,10,2361.571953,5.91E+09
13.90218518,6.32E-06,4.78E+11,687.540029,8149.324309,0,293.1500003,0.788223917
13.90218518,6.32E-06,4.78E+11,687.540029,8149.324309,0.5,324.2290343,9.43E+07
13.90218518,6.32E-06,4.78E+11,687.540029,8149.324309,1,382.597814,2.65E+08
13.90218518,6.32E-06,4.78E+11,687.540029,8149.324309,1.5,460.0672249,4.85E+08
13.90218518,6.32E-06,4.78E+11,687.540029,8149.324309,2,553.1934359,7.46E+08
13.90218518,6.32E-06,4.78E+11,687.540029,8149.324309,2.5,659.7817792,1.04E+09
13.90218518,6.32E-06,4.78E+11,687.540029,8149.324309,3,778.4991391,1.37E+09
13.90218518,6.32E-06,4.78E+11,687.540029,8149.324309,3.5,908.5101028,1.73E+09
13.90218518,6.32E-06,4.78E+11,687.540029,8149.324309,4,1048.686798,2.12E+09
13.90218518,6.32E-06,4.78E+11,687.540029,8149.324309,4.5,1198.341303,2.54E+09
13.90218518,6.32E-06,4.78E+11,687.540029,8149.324309,5,1348.001799,2.95E+09
13.90218518,6.32E-06,4.78E+11,687.540029,8149.324309,5.5,1483.741489,3.33E+09
13.90218518,6.32E-06,4.78E+11,687.540029,8149.324309,6,1600.47729,3.66E+09
13.90218518,6.32E-06,4.78E+11,687.540029,8149.324309,6.5,1705.706063,3.96E+09
13.90218518,6.32E-06,4.78E+11,687.540029,8149.324309,7,1802.068221,4.24E+09
13.90218518,6.32E-06,4.78E+11,687.540029,8149.324309,7.5,1890.96853,4.50E+09
13.90218518,6.32E-06,4.78E+11,687.540029,8149.324309,8,1973.618798,4.74E+09
13.90218518,6.32E-06,4.78E+11,687.540029,8149.324309,8.5,2050.903577,4.97E+09
13.90218518,6.32E-06,4.78E+11,687.540029,8149.324309,9,2123.515641,5.19E+09
13.90218518,6.32E-06,4.78E+11,687.540029,8149.324309,9.5,2192.056791,5.40E+09
13.90218518,6.32E-06,4.78E+11,687.540029,8149.324309,10,2257.223621,5.60E+09
19.2693078,7.80E-06,4.52E+11,664.1047318,6900.656548,0,293.1500004,1.12537403
19.2693078,7.80E-06,4.52E+11,664.1047318,6900.656548,0.5,322.6919953,1.03E+08
19.2693078,7.80E-06,4.52E+11,664.1047318,6900.656548,1,378.5712106,2.88E+08
19.2693078,7.80E-06,4.52E+11,664.1047318,6900.656548,1.5,452.9749823,5.30E+08
19.2693078,7.80E-06,4.52E+11,664.1047318,6900.656548,2,542.321289,8.19E+08
19.2693078,7.80E-06,4.52E+11,664.1047318,6900.656548,2.5,644.1751032,1.15E+09
19.2693078,7.80E-06,4.52E+11,664.1047318,6900.656548,3,757.0445227,1.52E+09
19.2693078,7.80E-06,4.52E+11,664.1047318,6900.656548,3.5,880.0149928,1.92E+09
19.2693078,7.80E-06,4.52E+11,664.1047318,6900.656548,4,1011.879638,2.35E+09
19.2693078,7.80E-06,4.52E+11,664.1047318,6900.656548,4.5,1151.933883,2.81E+09
19.2693078,7.80E-06,4.52E+11,664.1047318,6900.656548,5,1291.099545,3.27E+09
19.2693078,7.80E-06,4.52E+11,664.1047318,6900.656548,5.5,1416.047388,3.69E+09
19.2693078,7.80E-06,4.52E+11,664.1047318,6900.656548,6,1521.944885,4.06E+09
19.2693078,7.80E-06,4.52E+11,664.1047318,6900.656548,6.5,1615.693862,4.38E+09
19.2693078,7.80E-06,4.52E+11,664.1047318,6900.656548,7,1700.079269,4.68E+09
19.2693078,7.80E-06,4.52E+11,664.1047318,6900.656548,7.5,1776.827384,4.95E+09
19.2693078,7.80E-06,4.52E+11,664.1047318,6900.656548,8,1847.302813,5.21E+09
19.2693078,7.80E-06,4.52E+11,664.1047318,6900.656548,8.5,1912.493128,5.44E+09
19.2693078,7.80E-06,4.52E+11,664.1047318,6900.656548,9,1973.204987,5.66E+09
19.2693078,7.80E-06,4.52E+11,664.1047318,6900.656548,9.5,2030.172554,5.86E+09
19.2693078,7.80E-06,4.52E+11,664.1047318,6900.656548,10,2084.011953,6.06E+09
12.56340041,8.89E-06,5.18E+11,695.4038629,6114.445176,0,293.1500004,1.584957285
12.56340041,8.89E-06,5.18E+11,695.4038629,6114.445176,0.5,330.8189977,1.74E+08
12.56340041,8.89E-06,5.18E+11,695.4038629,6114.445176,1,401.7138263,4.86E+08
12.56340041,8.89E-06,5.18E+11,695.4038629,6114.445176,1.5,495.9465588,8.92E+08
12.56340041,8.89E-06,5.18E+11,695.4038629,6114.445176,2,609.254218,1.37E+09
12.56340041,8.89E-06,5.18E+11,695.4038629,6114.445176,2.5,738.8503969,1.92E+09
12.56340041,8.89E-06,5.18E+11,695.4038629,6114.445176,3,883.0242807,2.53E+09
12.56340041,8.89E-06,5.18E+11,695.4038629,6114.445176,3.5,1040.70408,3.20E+09
12.56340041,8.89E-06,5.18E+11,695.4038629,6114.445176,4,1210.452881,3.92E+09
12.56340041,8.89E-06,5.18E+11,695.4038629,6114.445176,4.5,1391.40469,4.69E+09
12.56340041,8.89E-06,5.18E+11,695.4038629,6114.445176,5,1572.037294,5.46E+09
12.56340041,8.89E-06,5.18E+11,695.4038629,6114.445176,5.5,1735.422011,6.16E+09
12.56340041,8.89E-06,5.18E+11,695.4038629,6114.445176,6,1875.475193,6.78E+09
12.56340041,8.89E-06,5.18E+11,695.4038629,6114.445176,6.5,2000.95977,7.33E+09
12.56340041,8.89E-06,5.18E+11,695.4038629,6114.445176,7,2115.229228,7.84E+09
12.56340041,8.89E-06,5.18E+11,695.4038629,6114.445176,7.5,2220.205223,8.32E+09
12.56340041,8.89E-06,5.18E+11,695.4038629,6114.445176,8,2317.350269,8.76E+09
12.56340041,8.89E-06,5.18E+11,695.4038629,6114.445176,8.5,2407.826145,9.18E+09
12.56340041,8.89E-06,5.18E+11,695.4038629,6114.445176,9,2492.544106,9.57E+09
12.56340041,8.89E-06,5.18E+11,695.4038629,6114.445176,9.5,2572.368236,9.94E+09
12.56340041,8.89E-06,5.18E+11,695.4038629,6114.445176,10,2648.124179,1.03E+10
5.704994836,7.52E-06,4.43E+11,523.7704787,6314.155486,0,293.1500005,1.474613376
5.704994836,7.52E-06,4.43E+11,523.7704787,6314.155486,0.5,355.8414855,2.11E+08
5.704994836,7.52E-06,4.43E+11,523.7704787,6314.155486,1,473.9256905,6.00E+08
5.704994836,7.52E-06,4.43E+11,523.7704787,6314.155486,1.5,628.8867308,1.10E+09
5.704994836,7.52E-06,4.43E+11,523.7704787,6314.155486,2,815.0268987,1.68E+09
5.704994836,7.52E-06,4.43E+11,523.7704787,6314.155486,2.5,1028.640781,2.34E+09
5.704994836,7.52E-06,4.43E+11,523.7704787,6314.155486,3,1266.364324,3.08E+09
5.704994836,7.52E-06,4.43E+11,523.7704787,6314.155486,3.5,1526.737979,3.87E+09
5.704994836,7.52E-06,4.43E+11,523.7704787,6314.155486,4,1808.421873,4.74E+09
5.704994836,7.52E-06,4.43E+11,523.7704787,6314.155486,4.5,2109.291856,5.66E+09
5.704994836,7.52E-06,4.43E+11,523.7704787,6314.155486,5,2423.999007,6.62E+09
5.704994836,7.52E-06,4.43E+11,523.7704787,6314.155486,5.5,2697.188361,7.45E+09
5.704994836,7.52E-06,4.43E+11,523.7704787,6314.155486,6,2934.157279,8.17E+09
5.704994836,7.52E-06,4.43E+11,523.7704787,6314.155486,6.5,3149.192233,8.83E+09
5.704994836,7.52E-06,4.43E+11,523.7704787,6314.155486,7,3347.706687,9.44E+09
5.704994836,7.52E-06,4.43E+11,523.7704787,6314.155486,7.5,3532.806894,1.00E+10
5.704994836,7.52E-06,4.43E+11,523.7704787,6314.155486,8,3707.004064,1.06E+10
5.704994836,7.52E-06,4.43E+11,523.7704787,6314.155486,8.5,3871.43576,1.11E+10
5.704994836,7.52E-06,4.43E+11,523.7704787,6314.155486,9,4027.404453,1.16E+10
5.704994836,7.52E-06,4.43E+11,523.7704787,6314.155486,9.5,4174.940307,1.21E+10
5.704994836,7.52E-06,4.43E+11,523.7704787,6314.155486,10,4315.761376,1.25E+10
15.74775647,6.25E-06,4.23E+11,508.3926854,8041.33331,0,293.1500004,0.946254928
15.74775647,6.25E-06,4.23E+11,508.3926854,8041.33331,0.5,327.6731576,9.05E+07
15.74775647,6.25E-06,4.23E+11,508.3926854,8041.33331,1,392.8915876,2.53E+08
15.74775647,6.25E-06,4.23E+11,508.3926854,8041.33331,1.5,479.7109639,4.66E+08
15.74775647,6.25E-06,4.23E+11,508.3926854,8041.33331,2,584.0293427,7.19E+08
15.74775647,6.25E-06,4.23E+11,508.3926854,8041.33331,2.5,703.0772997,1.01E+09
15.74775647,6.25E-06,4.23E+11,508.3926854,8041.33331,3,835.1519979,1.33E+09
15.74775647,6.25E-06,4.23E+11,508.3926854,8041.33331,3.5,979.2017382,1.68E+09
15.74775647,6.25E-06,4.23E+11,508.3926854,8041.33331,4,1133.833426,2.06E+09
15.74775647,6.25E-06,4.23E+11,508.3926854,8041.33331,4.5,1298.226991,2.47E+09
15.74775647,6.25E-06,4.23E+11,508.3926854,8041.33331,5,1461.781419,2.87E+09
15.74775647,6.25E-06,4.23E+11,508.3926854,8041.33331,5.5,1608.931037,3.24E+09
15.74775647,6.25E-06,4.23E+11,508.3926854,8041.33331,6,1734.079269,3.56E+09
15.74775647,6.25E-06,4.23E+11,508.3926854,8041.33331,6.5,1845.196981,3.85E+09
15.74775647,6.25E-06,4.23E+11,508.3926854,8041.33331,7,1945.462854,4.11E+09
15.74775647,6.25E-06,4.23E+11,508.3926854,8041.33331,7.5,2036.890275,4.35E+09
15.74775647,6.25E-06,4.23E+11,508.3926854,8041.33331,8,2120.968217,4.58E+09
15.74775647,6.25E-06,4.23E+11,508.3926854,8041.33331,8.5,2198.939133,4.79E+09
15.74775647,6.25E-06,4.23E+11,508.3926854,8041.33331,9,2271.646176,4.98E+09
15.74775647,6.25E-06,4.23E+11,508.3926854,8041.33331,9.5,2339.966554,5.17E+09
15.74775647,6.25E-06,4.23E+11,508.3926854,8041.33331,10,2404.532842,5.34E+09
16.43170609,6.60E-06,5.33E+11,552.656597,6403.596087,0,293.1500005,1.451802258
16.43170609,6.60E-06,5.33E+11,552.656597,6403.596087,0.5,329.6495097,1.26E+08
16.43170609,6.60E-06,5.33E+11,552.656597,6403.596087,1,398.7855777,3.53E+08
16.43170609,6.60E-06,5.33E+11,552.656597,6403.596087,1.5,490.8448361,6.51E+08
16.43170609,6.60E-06,5.33E+11,552.656597,6403.596087,2,601.2898244,1.01E+09
16.43170609,6.60E-06,5.33E+11,552.656597,6403.596087,2.5,727.3964243,1.41E+09
16.43170609,6.60E-06,5.33E+11,552.656597,6403.596087,3,866.5853558,1.87E+09
16.43170609,6.60E-06,5.33E+11,552.656597,6403.596087,3.5,1017.759976,2.36E+09
16.43170609,6.60E-06,5.33E+11,552.656597,6403.596087,4,1179.938159,2.89E+09
16.43170609,6.60E-06,5.33E+11,552.656597,6403.596087,4.5,1351.672061,3.46E+09
16.43170609,6.60E-06,5.33E+11,552.656597,6403.596087,5,1529.698924,4.05E+09
16.43170609,6.60E-06,5.33E+11,552.656597,6403.596087,5.5,1681.640097,4.56E+09
16.43170609,6.60E-06,5.33E+11,552.656597,6403.596087,6,1810.128907,5.00E+09
16.43170609,6.60E-06,5.33E+11,552.656597,6403.596087,6.5,1923.168124,5.40E+09
16.43170609,6.60E-06,5.33E+11,552.656597,6403.596087,7,2024.45313,5.76E+09
16.43170609,6.60E-06,5.33E+11,552.656597,6403.596087,7.5,2116.416788,6.08E+09
16.43170609,6.60E-06,5.33E+11,552.656597,6403.596087,8,2201.210098,6.39E+09
16.43170609,6.60E-06,5.33E+11,552.656597,6403.596087,8.5,2279.616683,6.67E+09
16.43170609,6.60E-06,5.33E+11,552.656597,6403.596087,9,2352.818281,6.93E+09
16.43170609,6.60E-06,5.33E+11,552.656597,6403.596087,9.5,2420.920453,7.18E+09
16.43170609,6.60E-06,5.33E+11,552.656597,6403.596087,10,2485.07979,7.41E+09
14.10203563,6.66E-06,4.22E+11,503.9652531,6138.518454,0,293.1500006,1.3286209
14.10203563,6.66E-06,4.22E+11,503.9652531,6138.518454,0.5,335.2729905,1.16E+08
14.10203563,6.66E-06,4.22E+11,503.9652531,6138.518454,1,415.340198,3.27E+08
14.10203563,6.66E-06,4.22E+11,503.9652531,6138.518454,1.5,521.3573224,6.02E+08
14.10203563,6.66E-06,4.22E+11,503.9652531,6138.518454,2,648.8348098,9.31E+08
14.10203563,6.66E-06,4.22E+11,503.9652531,6138.518454,2.5,794.2912265,1.31E+09
14.10203563,6.66E-06,4.22E+11,503.9652531,6138.518454,3,955.157588,1.72E+09
14.10203563,6.66E-06,4.22E+11,503.9652531,6138.518454,3.5,1129.787248,2.18E+09
14.10203563,6.66E-06,4.22E+11,503.9652531,6138.518454,4,1317.126592,2.67E+09
14.10203563,6.66E-06,4.22E+11,503.9652531,6138.518454,4.5,1515.803286,3.19E+09
14.10203563,6.66E-06,4.22E+11,503.9652531,6138.518454,5,1712.583012,3.72E+09
14.10203563,6.66E-06,4.22E+11,503.9652531,6138.518454,5.5,1891.281191,4.20E+09
14.10203563,6.66E-06,4.22E+11,503.9652531,6138.518454,6,2040.058064,4.61E+09
14.10203563,6.66E-06,4.22E+11,503.9652531,6138.518454,6.5,2171.507653,4.97E+09
14.10203563,6.66E-06,4.22E+11,503.9652531,6138.518454,7,2289.514949,5.31E+09
14.10203563,6.66E-06,4.22E+11,503.9652531,6138.518454,7.5,2396.70622,5.61E+09
14.10203563,6.66E-06,4.22E+11,503.9652531,6138.518454,8,2494.955504,5.89E+09
14.10203563,6.66E-06,4.22E+11,503.9652531,6138.518454,8.5,2585.753992,6.15E+09
14.10203563,6.66E-06,4.22E+11,503.9652531,6138.518454,9,2670.328036,6.40E+09
14.10203563,6.66E-06,4.22E+11,503.9652531,6138.518454,9.5,2749.981197,6.63E+09
14.10203563,6.66E-06,4.22E+11,503.9652531,6138.518454,10,2824.754071,6.84E+09
14.39853739,6.06E-06,5.46E+11,566.1675765,6620.171738,0,293.1500005,1.29259747
14.39853739,6.06E-06,5.46E+11,566.1675765,6620.171738,0.5,330.8540643,1.24E+08
14.39853739,6.06E-06,5.46E+11,566.1675765,6620.171738,1,402.0787824,3.47E+08
14.39853739,6.06E-06,5.46E+11,566.1675765,6620.171738,1.5,496.8928706,6.37E+08
14.39853739,6.06E-06,5.46E+11,566.1675765,6620.171738,2,610.819137,9.84E+08
14.39853739,6.06E-06,5.46E+11,566.1675765,6620.171738,2.5,741.2065198,1.38E+09
14.39853739,6.06E-06,5.46E+11,566.1675765,6620.171738,3,885.51401,1.82E+09
14.39853739,6.06E-06,5.46E+11,566.1675765,6620.171738,3.5,1042.637425,2.30E+09
14.39853739,6.06E-06,5.46E+11,566.1675765,6620.171738,4,1211.580422,2.82E+09
14.39853739,6.06E-06,5.46E+11,566.1675765,6620.171738,4.5,1390.861735,3.37E+09
14.39853739,6.06E-06,5.46E+11,566.1675765,6620.171738,5,1577.112541,3.95E+09
14.39853739,6.06E-06,5.46E+11,566.1675765,6620.171738,5.5,1736.854308,4.45E+09
14.39853739,6.06E-06,5.46E+11,566.1675765,6620.171738,6,1872.975031,4.89E+09
14.39853739,6.06E-06,5.46E+11,566.1675765,6620.171738,6.5,1993.656022,5.28E+09
14.39853739,6.06E-06,5.46E+11,566.1675765,6620.171738,7,2102.454001,5.64E+09
14.39853739,6.06E-06,5.46E+11,566.1675765,6620.171738,7.5,2201.675724,5.97E+09
14.39853739,6.06E-06,5.46E+11,566.1675765,6620.171738,8,2293.454432,6.28E+09
14.39853739,6.06E-06,5.46E+11,566.1675765,6620.171738,8.5,2378.694528,6.56E+09
14.39853739,6.06E-06,5.46E+11,566.1675765,6620.171738,9,2458.519607,6.83E+09
14.39853739,6.06E-06,5.46E+11,566.1675765,6620.171738,9.5,2532.912811,7.08E+09
14.39853739,6.06E-06,5.46E+11,566.1675765,6620.171738,10,2603.17494,7.32E+09
6.196875175,6.19E-06,5.06E+11,606.8214236,7102.712758,0,293.1500004,1.063845146
6.196875175,6.19E-06,5.06E+11,606.8214236,7102.712758,0.5,345.6316386,1.66E+08
6.196875175,6.19E-06,5.06E+11,606.8214236,7102.712758,1,444.4769013,4.75E+08
6.196875175,6.19E-06,5.06E+11,606.8214236,7102.712758,1.5,573.9321954,8.69E+08
6.196875175,6.19E-06,5.06E+11,606.8214236,7102.712758,2,729.2572237,1.33E+09
6.196875175,6.19E-06,5.06E+11,606.8214236,7102.712758,2.5,907.3896286,1.86E+09
6.196875175,6.19E-06,5.06E+11,606.8214236,7102.712758,3,1105.603676,2.43E+09
6.196875175,6.19E-06,5.06E+11,606.8214236,7102.712758,3.5,1322.740174,3.06E+09
6.196875175,6.19E-06,5.06E+11,606.8214236,7102.712758,4,1557.738689,3.74E+09
6.196875175,6.19E-06,5.06E+11,606.8214236,7102.712758,4.5,1808.894706,4.46E+09
6.196875175,6.19E-06,5.06E+11,606.8214236,7102.712758,5,2071.800132,5.22E+09
6.196875175,6.19E-06,5.06E+11,606.8214236,7102.712758,5.5,2300.032035,5.87E+09
6.196875175,6.19E-06,5.06E+11,606.8214236,7102.712758,6,2498.323189,6.43E+09
6.196875175,6.19E-06,5.06E+11,606.8214236,7102.712758,6.5,2678.786971,6.94E+09
6.196875175,6.19E-06,5.06E+11,606.8214236,7102.712758,7,2845.976926,7.42E+09
6.196875175,6.19E-06,5.06E+11,606.8214236,7102.712758,7.5,3002.454761,7.87E+09
6.196875175,6.19E-06,5.06E+11,606.8214236,7102.712758,8,3150.170791,8.30E+09
6.196875175,6.19E-06,5.06E+11,606.8214236,7102.712758,8.5,3290.268331,8.71E+09
6.196875175,6.19E-06,5.06E+11,606.8214236,7102.712758,9,3423.483989,9.11E+09
6.196875175,6.19E-06,5.06E+11,606.8214236,7102.712758,9.5,3549.972036,9.49E+09
6.196875175,6.19E-06,5.06E+11,606.8214236,7102.712758,10,3671.158338,9.85E+09
9.75716681,8.01E-06,5.15E+11,570.7192415,7735.402173,0,293.1500004,1.365029595
9.75716681,8.01E-06,5.15E+11,570.7192415,7735.402173,0.5,334.850346,1.73E+08
9.75716681,8.01E-06,5.15E+11,570.7192415,7735.402173,1,413.0619307,4.87E+08
9.75716681,8.01E-06,5.15E+11,570.7192415,7735.402173,1.5,516.7551843,8.91E+08
9.75716681,8.01E-06,5.15E+11,570.7192415,7735.402173,2,641.3543283,1.37E+09
9.75716681,8.01E-06,5.15E+11,570.7192415,7735.402173,2.5,783.9892534,1.91E+09
9.75716681,8.01E-06,5.15E+11,570.7192415,7735.402173,3,942.9344401,2.51E+09
9.75716681,8.01E-06,5.15E+11,570.7192415,7735.402173,3.5,1117.113096,3.17E+09
9.75716681,8.01E-06,5.15E+11,570.7192415,7735.402173,4,1305.0665,3.88E+09
9.75716681,8.01E-06,5.15E+11,570.7192415,7735.402173,4.5,1505.900264,4.64E+09
9.75716681,8.01E-06,5.15E+11,570.7192415,7735.402173,5,1706.942846,5.40E+09
9.75716681,8.01E-06,5.15E+11,570.7192415,7735.402173,5.5,1889.551646,6.10E+09
9.75716681,8.01E-06,5.15E+11,570.7192415,7735.402173,6,2047.051283,6.70E+09
9.75716681,8.01E-06,5.15E+11,570.7192415,7735.402173,6.5,2189.294094,7.25E+09
9.75716681,8.01E-06,5.15E+11,570.7192415,7735.402173,7,2319.95797,7.76E+09
9.75716681,8.01E-06,5.15E+11,570.7192415,7735.402173,7.5,2440.934005,8.23E+09
9.75716681,8.01E-06,5.15E+11,570.7192415,7735.402173,8,2553.730093,8.68E+09
9.75716681,8.01E-06,5.15E+11,570.7192415,7735.402173,8.5,2659.480766,9.11E+09
9.75716681,8.01E-06,5.15E+11,570.7192415,7735.402173,9,2759.067579,9.51E+09
9.75716681,8.01E-06,5.15E+11,570.7192415,7735.402173,9.5,2853.311528,9.90E+09
9.75716681,8.01E-06,5.15E+11,570.7192415,7735.402173,10,2942.984449,1.03E+10
24.37737841,7.03E-06,4.56E+11,693.0679274,6481.787703,0,293.1500004,1.04352548
24.37737841,7.03E-06,4.56E+11,693.0679274,6481.787703,0.5,319.8639976,8.36E+07
24.37737841,7.03E-06,4.56E+11,693.0679274,6481.787703,1,370.5669567,2.35E+08
24.37737841,7.03E-06,4.56E+11,693.0679274,6481.787703,1.5,438.0492865,4.34E+08
24.37737841,7.03E-06,4.56E+11,693.0679274,6481.787703,2,518.8470738,6.72E+08
24.37737841,7.03E-06,4.56E+11,693.0679274,6481.787703,2.5,610.5941792,9.43E+08
24.37737841,7.03E-06,4.56E+11,693.0679274,6481.787703,3,711.868923,1.24E+09
24.37737841,7.03E-06,4.56E+11,693.0679274,6481.787703,3.5,821.8222417,1.57E+09
24.37737841,7.03E-06,4.56E+11,693.0679274,6481.787703,4,939.3440196,1.93E+09
24.37737841,7.03E-06,4.56E+11,693.0679274,6481.787703,4.5,1063.801355,2.30E+09
24.37737841,7.03E-06,4.56E+11,693.0679274,6481.787703,5,1186.981152,2.68E+09
24.37737841,7.03E-06,4.56E+11,693.0679274,6481.787703,5.5,1296.823747,3.02E+09
24.37737841,7.03E-06,4.56E+11,693.0679274,6481.787703,6,1388.999073,3.31E+09
24.37737841,7.03E-06,4.56E+11,693.0679274,6481.787703,6.5,1469.841059,3.57E+09
24.37737841,7.03E-06,4.56E+11,693.0679274,6481.787703,7,1541.983592,3.81E+09
24.37737841,7.03E-06,4.56E+11,693.0679274,6481.787703,7.5,1607.142136,4.02E+09
24.37737841,7.03E-06,4.56E+11,693.0679274,6481.787703,8,1666.598614,4.22E+09
24.37737841,7.03E-06,4.56E+11,693.0679274,6481.787703,8.5,1721.371586,4.40E+09
24.37737841,7.03E-06,4.56E+11,693.0679274,6481.787703,9,1772.230608,4.56E+09
24.37737841,7.03E-06,4.56E+11,693.0679274,6481.787703,9.5,1819.871292,4.72E+09
24.37737841,7.03E-06,4.56E+11,693.0679274,6481.787703,10,1864.827302,4.87E+09
8.816758117,7.36E-06,4.84E+11,529.4692923,7798.335368,0,293.1500004,1.261204186
8.816758117,7.36E-06,4.84E+11,529.4692923,7798.335368,0.5,338.4790881,1.63E+08
8.816758117,7.36E-06,4.84E+11,529.4692923,7798.335368,1,423.7858622,4.59E+08
8.816758117,7.36E-06,4.84E+11,529.4692923,7798.335368,1.5,536.2279879,8.39E+08
