k_therm (W/(m*K)),alpha_cte (1/K),E_mod (Pa),Cp_ (J/(kg*K)),rho_ (kg/m^3),Time (s),Temperature (K),von Mises stress (N/m^2)
6.329426593,8.21E-06,5.27E+11,633.7949568,8196.112041,5,1883.271754,6.47E+09
6.329426593,8.21E-06,5.27E+11,633.7949568,8196.112041,5.5,2084.331401,7.26E+09
6.329426593,8.21E-06,5.27E+11,633.7949568,8196.112041,6,2262.782389,7.95E+09
6.329426593,8.21E-06,5.27E+11,633.7949568,8196.112041,6.5,2425.256298,8.58E+09
6.329426593,8.21E-06,5.27E+11,633.7949568,8196.112041,7,2576.062787,9.17E+09
6.329426593,8.21E-06,5.27E+11,633.7949568,8196.112041,7.5,2717.530201,9.72E+09
6.329426593,8.21E-06,5.27E+11,633.7949568,8196.112041,8,2851.163712,1.02E+10
6.329426593,8.21E-06,5.27E+11,633.7949568,8196.112041,8.5,2978.026269,1.08E+10
6.329426593,8.21E-06,5.27E+11,633.7949568,8196.112041,9,3099.160873,1.12E+10
6.329426593,8.21E-06,5.27E+11,633.7949568,8196.112041,9.5,3215.021035,1.17E+10
6.329426593,8.21E-06,5.27E+11,633.7949568,8196.112041,10,3326.076223,1.22E+10
14.45624305,6.90E-06,4.21E+11,506.4672783,6514.022888,0,293.1500005,1.286006286
14.45624305,6.90E-06,4.21E+11,506.4672783,6514.022888,0.5,333.3948585,1.15E+08
14.45624305,6.90E-06,4.21E+11,506.4672783,6514.022888,1,409.5559711,3.22E+08
14.45624305,6.90E-06,4.21E+11,506.4672783,6514.022888,1.5,510.9707571,5.94E+08
14.45624305,6.90E-06,4.21E+11,506.4672783,6514.022888,2,632.7098055,9.18E+08
14.45624305,6.90E-06,4.21E+11,506.4672783,6514.022888,2.5,771.8228829,1.29E+09
14.45624305,6.90E-06,4.21E+11,506.4672783,6514.022888,3,925.5032333,1.70E+09
14.45624305,6.90E-06,4.21E+11,506.4672783,6514.022888,3.5,1092.549081,2.15E+09
14.45624305,6.90E-06,4.21E+11,506.4672783,6514.022888,4,1271.88174,2.63E+09
14.45624305,6.90E-06,4.21E+11,506.4672783,6514.022888,4.5,1461.90761,3.15E+09
14.45624305,6.90E-06,4.21E+11,506.4672783,6514.022888,5,1659.0283,3.69E+09
14.45624305,6.90E-06,4.21E+11,506.4672783,6514.022888,5.5,1827.584092,4.16E+09
14.45624305,6.90E-06,4.21E+11,506.4672783,6514.022888,6,1970.430741,4.56E+09
14.45624305,6.90E-06,4.21E+11,506.4672783,6514.022888,6.5,2096.394936,4.92E+09
14.45624305,6.90E-06,4.21E+11,506.4672783,6514.022888,7,2209.421782,5.25E+09
14.45624305,6.90E-06,4.21E+11,506.4672783,6514.022888,7.5,2312.236485,5.55E+09
14.45624305,6.90E-06,4.21E+11,506.4672783,6514.022888,8,2407.180368,5.83E+09
14.45624305,6.90E-06,4.21E+11,506.4672783,6514.022888,8.5,2495.041845,6.09E+09
14.45624305,6.90E-06,4.21E+11,506.4672783,6514.022888,9,2577.090187,6.34E+09
14.45624305,6.90E-06,4.21E+11,506.4672783,6514.022888,9.5,2653.516958,6.56E+09
14.45624305,6.90E-06,4.21E+11,506.4672783,6514.022888,10,2725.50124,6.78E+09
9.030010337,7.18E-06,4.03E+11,535.3064251,6956.493573,0,293.1500005,1.136854713
9.030010337,7.18E-06,4.03E+11,535.3064251,6956.493573,0.5,340.4357925,1.38E+08
9.030010337,7.18E-06,4.03E+11,535.3064251,6956.493573,1,429.536246,3.87E+08
9.030010337,7.18E-06,4.03E+11,535.3064251,6956.493573,1.5,547.1228395,7.08E+08
9.030010337,7.18E-06,4.03E+11,535.3064251,6956.493573,2,688.7385649,1.09E+09
9.030010337,7.18E-06,4.03E+11,535.3064251,6956.493573,2.5,850.9608873,1.52E+09
9.030010337,7.18E-06,4.03E+11,535.3064251,6956.493573,3,1031.579143,2.00E+09
9.030010337,7.18E-06,4.03E+11,535.3064251,6956.493573,3.5,1229.100946,2.53E+09
9.030010337,7.18E-06,4.03E+11,535.3064251,6956.493573,4,1442.316366,3.09E+09
9.030010337,7.18E-06,4.03E+11,535.3064251,6956.493573,4.5,1670.071248,3.70E+09
9.030010337,7.18E-06,4.03E+11,535.3064251,6956.493573,5,1905.279083,4.33E+09
9.030010337,7.18E-06,4.03E+11,535.3064251,6956.493573,5.5,2111.337628,4.88E+09
9.030010337,7.18E-06,4.03E+11,535.3064251,6956.493573,6,2288.68187,5.36E+09
9.030010337,7.18E-06,4.03E+11,535.3064251,6956.493573,6.5,2448.305795,5.79E+09
9.030010337,7.18E-06,4.03E+11,535.3064251,6956.493573,7,2594.411193,6.20E+09
9.030010337,7.18E-06,4.03E+11,535.3064251,6956.493573,7.5,2729.464028,6.57E+09
9.030010337,7.18E-06,4.03E+11,535.3064251,6956.493573,8,2855.178954,6.93E+09
9.030010337,7.18E-06,4.03E+11,535.3064251,6956.493573,8.5,2973.40851,7.27E+09
9.030010337,7.18E-06,4.03E+11,535.3064251,6956.493573,9,3084.490758,7.58E+09
9.030010337,7.18E-06,4.03E+11,535.3064251,6956.493573,9.5,3189.583255,7.89E+09
9.030010337,7.18E-06,4.03E+11,535.3064251,6956.493573,10,3288.713004,8.17E+09
6.72381812,7.88E-06,5.32E+11,635.5876042,7911.993419,0,293.1500003,1.219129689
6.72381812,7.88E-06,5.32E+11,635.5876042,7911.993419,0.5,339.7084021,1.97E+08
6.72381812,7.88E-06,5.32E+11,635.5876042,7911.993419,1,427.245981,5.64E+08
6.72381812,7.88E-06,5.32E+11,635.5876042,7911.993419,1.5,542.0487377,1.03E+09
6.72381812,7.88E-06,5.32E+11,635.5876042,7911.993419,2,679.8594859,1.58E+09
6.72381812,7.88E-06,5.32E+11,635.5876042,7911.993419,2.5,837.5418714,2.21E+09
6.72381812,7.88E-06,5.32E+11,635.5876042,7911.993419,3,1013.1953,2.89E+09
6.72381812,7.88E-06,5.32E+11,635.5876042,7911.993419,3.5,1205.594914,3.64E+09
6.72381812,7.88E-06,5.32E+11,635.5876042,7911.993419,4,1413.750126,4.45E+09
6.72381812,7.88E-06,5.32E+11,635.5876042,7911.993419,4.5,1636.715918,5.31E+09
6.72381812,7.88E-06,5.32E+11,635.5876042,7911.993419,5,1866.859912,6.19E+09
6.72381812,7.88E-06,5.32E+11,635.5876042,7911.993419,5.5,2065.863679,6.95E+09
6.72381812,7.88E-06,5.32E+11,635.5876042,7911.993419,6,2242.481773,7.61E+09
6.72381812,7.88E-06,5.32E+11,635.5876042,7911.993419,6.5,2403.182261,8.22E+09
6.72381812,7.88E-06,5.32E+11,635.5876042,7911.993419,7,2552.159037,8.78E+09
6.72381812,7.88E-06,5.32E+11,635.5876042,7911.993419,7.5,2691.703696,9.32E+09
6.72381812,7.88E-06,5.32E+11,635.5876042,7911.993419,8,2823.312181,9.83E+09
6.72381812,7.88E-06,5.32E+11,635.5876042,7911.993419,8.5,2948.04705,1.03E+10
6.72381812,7.88E-06,5.32E+11,635.5876042,7911.993419,9,3066.977963,1.08E+10
6.72381812,7.88E-06,5.32E+11,635.5876042,7911.993419,9.5,3180.534977,1.12E+10
6.72381812,7.88E-06,5.32E+11,635.5876042,7911.993419,10,3289.237379,1.17E+10
23.52125001,8.24E-06,4.69E+11,594.3589629,6808.099037,0,293.1500004,1.395585109
23.52125001,8.24E-06,4.69E+11,594.3589629,6808.099037,0.5,321.8634893,1.08E+08
23.52125001,8.24E-06,4.69E+11,594.3589629,6808.099037,1,376.4040526,3.03E+08
23.52125001,8.24E-06,4.69E+11,594.3589629,6808.099037,1.5,448.9616311,5.61E+08
23.52125001,8.24E-06,4.69E+11,594.3589629,6808.099037,2,535.7411451,8.69E+08
23.52125001,8.24E-06,4.69E+11,594.3589629,6808.099037,2.5,634.1572246,1.22E+09
23.52125001,8.24E-06,4.69E+11,594.3589629,6808.099037,3,742.6673108,1.61E+09
23.52125001,8.24E-06,4.69E+11,594.3589629,6808.099037,3.5,860.3571051,2.04E+09
23.52125001,8.24E-06,4.69E+11,594.3589629,6808.099037,4,986.0335858,2.49E+09
23.52125001,8.24E-06,4.69E+11,594.3589629,6808.099037,4.5,1119.020721,2.98E+09
23.52125001,8.24E-06,4.69E+11,594.3589629,6808.099037,5,1250.493475,3.46E+09
23.52125001,8.24E-06,4.69E+11,594.3589629,6808.099037,5.5,1367.493268,3.90E+09
23.52125001,8.24E-06,4.69E+11,594.3589629,6808.099037,6,1465.477874,4.28E+09
23.52125001,8.24E-06,4.69E+11,594.3589629,6808.099037,6.5,1551.100339,4.61E+09
23.52125001,8.24E-06,4.69E+11,594.3589629,6808.099037,7,1627.268204,4.91E+09
23.52125001,8.24E-06,4.69E+11,594.3589629,6808.099037,7.5,1695.995721,5.18E+09
23.52125001,8.24E-06,4.69E+11,594.3589629,6808.099037,8,1758.62819,5.43E+09
23.52125001,8.24E-06,4.69E+11,594.3589629,6808.099037,8.5,1816.276741,5.66E+09
23.52125001,8.24E-06,4.69E+11,594.3589629,6808.099037,9,1869.77527,5.87E+09
23.52125001,8.24E-06,4.69E+11,594.3589629,6808.099037,9.5,1919.910031,6.07E+09
23.52125001,8.24E-06,4.69E+11,594.3589629,6808.099037,10,1967.165719,6.26E+09
24.63957317,6.23E-06,4.54E+11,525.2002456,6006.869674,0,293.1500006,1.310126934
24.63957317,6.23E-06,4.54E+11,525.2002456,6006.869674,0.5,325.2257622,8.71E+07
24.63957317,6.23E-06,4.54E+11,525.2002456,6006.869674,1,386.2815157,2.46E+08
24.63957317,6.23E-06,4.54E+11,525.2002456,6006.869674,1.5,467.1999996,4.56E+08
24.63957317,6.23E-06,4.54E+11,525.2002456,6006.869674,2,563.3936767,7.08E+08
24.63957317,6.23E-06,4.54E+11,525.2002456,6006.869674,2.5,672.1666143,9.96E+08
24.63957317,6.23E-06,4.54E+11,525.2002456,6006.869674,3,791.1315347,1.31E+09
24.63957317,6.23E-06,4.54E+11,525.2002456,6006.869674,3.5,919.3370697,1.66E+09
24.63957317,6.23E-06,4.54E+11,525.2002456,6006.869674,4,1055.945132,2.02E+09
24.63957317,6.23E-06,4.54E+11,525.2002456,6006.869674,4.5,1199.771941,2.41E+09
24.63957317,6.23E-06,4.54E+11,525.2002456,6006.869674,5,1348.009609,2.82E+09
24.63957317,6.23E-06,4.54E+11,525.2002456,6006.869674,5.5,1472.328933,3.16E+09
24.63957317,6.23E-06,4.54E+11,525.2002456,6006.869674,6,1574.803344,3.46E+09
24.63957317,6.23E-06,4.54E+11,525.2002456,6006.869674,6.5,1662.968399,3.71E+09
24.63957317,6.23E-06,4.54E+11,525.2002456,6006.869674,7,1740.609163,3.94E+09
24.63957317,6.23E-06,4.54E+11,525.2002456,6006.869674,7.5,1810.24142,4.14E+09
24.63957317,6.23E-06,4.54E+11,525.2002456,6006.869674,8,1874.156014,4.33E+09
24.63957317,6.23E-06,4.54E+11,525.2002456,6006.869674,8.5,1932.904225,4.50E+09
24.63957317,6.23E-06,4.54E+11,525.2002456,6006.869674,9,1987.460041,4.66E+09
24.63957317,6.23E-06,4.54E+11,525.2002456,6006.869674,9.5,2038.34358,4.81E+09
24.63957317,6.23E-06,4.54E+11,525.2002456,6006.869674,10,2086.210467,4.95E+09
11.9294601,6.94E-06,4.81E+11,610.8210118,6580.331076,0,293.1500004,1.214791211
11.9294601,6.94E-06,4.81E+11,610.8210118,6580.331076,0.5,332.9170245,1.33E+08
11.9294601,6.94E-06,4.81E+11,610.8210118,6580.331076,1,407.7576803,3.72E+08
11.9294601,6.94E-06,4.81E+11,610.8210118,6580.331076,1.5,507.2391897,6.82E+08
11.9294601,6.94E-06,4.81E+11,610.8210118,6580.331076,2,626.8583117,1.05E+09
11.9294601,6.94E-06,4.81E+11,610.8210118,6580.331076,2.5,764.0319562,1.47E+09
11.9294601,6.94E-06,4.81E+11,610.8210118,6580.331076,3,916.2881015,1.94E+09
11.9294601,6.94E-06,4.81E+11,610.8210118,6580.331076,3.5,1082.530362,2.45E+09
11.9294601,6.94E-06,4.81E+11,610.8210118,6580.331076,4,1261.759108,3.00E+09
11.9294601,6.94E-06,4.81E+11,610.8210118,6580.331076,4.5,1452.461479,3.59E+09
11.9294601,6.94E-06,4.81E+11,610.8210118,6580.331076,5,1651.112106,4.20E+09
11.9294601,6.94E-06,4.81E+11,610.8210118,6580.331076,5.5,1822.392282,4.74E+09
11.9294601,6.94E-06,4.81E+11,610.8210118,6580.331076,6,1969.58452,5.20E+09
11.9294601,6.94E-06,4.81E+11,610.8210118,6580.331076,6.5,2101.305742,5.62E+09
11.9294601,6.94E-06,4.81E+11,610.8210118,6580.331076,7,2221.10666,6.01E+09
11.9294601,6.94E-06,4.81E+11,610.8210118,6580.331076,7.5,2331.20321,6.38E+09
11.9294601,6.94E-06,4.81E+11,610.8210118,6580.331076,8,2433.524016,6.71E+09
11.9294601,6.94E-06,4.81E+11,610.8210118,6580.331076,8.5,2528.992859,7.03E+09
11.9294601,6.94E-06,4.81E+11,610.8210118,6580.331076,9,2618.660771,7.33E+09
11.9294601,6.94E-06,4.81E+11,610.8210118,6580.331076,9.5,2702.555362,7.62E+09
11.9294601,6.94E-06,4.81E+11,610.8210118,6580.331076,10,2782.175911,7.89E+09
14.80962047,7.54E-06,4.07E+11,581.3094377,6551.483499,0,293.1500005,1.177338364
14.80962047,7.54E-06,4.07E+11,581.3094377,6551.483499,0.5,330.0425638,1.12E+08
14.80962047,7.54E-06,4.07E+11,581.3094377,6551.483499,1,399.7466656,3.14E+08
14.80962047,7.54E-06,4.07E+11,581.3094377,6551.483499,1.5,492.5403975,5.77E+08
14.80962047,7.54E-06,4.07E+11,581.3094377,6551.483499,2,604.0310818,8.91E+08
14.80962047,7.54E-06,4.07E+11,581.3094377,6551.483499,2.5,731.6145903,1.25E+09
14.80962047,7.54E-06,4.07E+11,581.3094377,6551.483499,3,872.7960767,1.65E+09
14.80962047,7.54E-06,4.07E+11,581.3094377,6551.483499,3.5,1026.492803,2.08E+09
14.80962047,7.54E-06,4.07E+11,581.3094377,6551.483499,4,1191.728262,2.55E+09
14.80962047,7.54E-06,4.07E+11,581.3094377,6551.483499,4.5,1367.051648,3.05E+09
14.80962047,7.54E-06,4.07E+11,581.3094377,6551.483499,5,1549.166106,3.58E+09
14.80962047,7.54E-06,4.07E+11,581.3094377,6551.483499,5.5,1705.306515,4.03E+09
14.80962047,7.54E-06,4.07E+11,581.3094377,6551.483499,6,1838.304887,4.43E+09
14.80962047,7.54E-06,4.07E+11,581.3094377,6551.483499,6.5,1956.163277,4.78E+09
14.80962047,7.54E-06,4.07E+11,581.3094377,6551.483499,7,2062.371303,5.11E+09
14.80962047,7.54E-06,4.07E+11,581.3094377,6551.483499,7.5,2159.196397,5.40E+09
14.80962047,7.54E-06,4.07E+11,581.3094377,6551.483499,8,2248.752952,5.68E+09
14.80962047,7.54E-06,4.07E+11,581.3094377,6551.483499,8.5,2331.896422,5.94E+09
14.80962047,7.54E-06,4.07E+11,581.3094377,6551.483499,9,2409.750402,6.18E+09
14.80962047,7.54E-06,4.07E+11,581.3094377,6551.483499,9.5,2482.287876,6.41E+09
14.80962047,7.54E-06,4.07E+11,581.3094377,6551.483499,10,2550.796399,6.63E+09
5.323761647,6.86E-06,4.04E+11,582.8006001,7401.785946,0,293.1500004,0.939756833
5.323761647,6.86E-06,4.04E+11,582.8006001,7401.785946,0.5,349.6486794,1.58E+08
5.323761647,6.86E-06,4.04E+11,582.8006001,7401.785946,1,455.8310258,4.54E+08
5.323761647,6.86E-06,4.04E+11,582.8006001,7401.785946,1.5,594.8030367,8.30E+08
5.323761647,6.86E-06,4.04E+11,582.8006001,7401.785946,2,761.3778122,1.27E+09
5.323761647,6.86E-06,4.04E+11,582.8006001,7401.785946,2.5,952.2814936,1.77E+09
5.323761647,6.86E-06,4.04E+11,582.8006001,7401.785946,3,1164.635161,2.33E+09
5.323761647,6.86E-06,4.04E+11,582.8006001,7401.785946,3.5,1397.235277,2.92E+09
5.323761647,6.86E-06,4.04E+11,582.8006001,7401.785946,4,1648.986383,3.57E+09
5.323761647,6.86E-06,4.04E+11,582.8006001,7401.785946,4.5,1918.112682,4.26E+09
5.323761647,6.86E-06,4.04E+11,582.8006001,7401.785946,5,2199.935168,4.97E+09
5.323761647,6.86E-06,4.04E+11,582.8006001,7401.785946,5.5,2444.632516,5.59E+09
5.323761647,6.86E-06,4.04E+11,582.8006001,7401.785946,6,2657.217946,6.12E+09
5.323761647,6.86E-06,4.04E+11,582.8006001,7401.785946,6.5,2851.000206,6.60E+09
5.323761647,6.86E-06,4.04E+11,582.8006001,7401.785946,7,3030.946106,7.05E+09
5.323761647,6.86E-06,4.04E+11,582.8006001,7401.785946,7.5,3199.79716,7.47E+09
5.323761647,6.86E-06,4.04E+11,582.8006001,7401.785946,8,3359.60957,7.88E+09
5.323761647,6.86E-06,4.04E+11,582.8006001,7401.785946,8.5,3511.611477,8.27E+09
5.323761647,6.86E-06,4.04E+11,582.8006001,7401.785946,9,3656.517261,8.64E+09
5.323761647,6.86E-06,4.04E+11,582.8006001,7401.785946,9.5,3794.528064,9.00E+09
5.323761647,6.86E-06,4.04E+11,582.8006001,7401.785946,10,3927.019087,9.35E+09
10.81240713,9.11E-06,4.61E+11,616.4849914,6742.12264,0,293.1500004,1.479055837
10.81240713,9.11E-06,4.61E+11,616.4849914,6742.12264,0.5,334.1117667,1.73E+08
10.81240713,9.11E-06,4.61E+11,616.4849914,6742.12264,1,411.0719996,4.85E+08
10.81240713,9.11E-06,4.61E+11,616.4849914,6742.12264,1.5,513.2608916,8.88E+08
10.81240713,9.11E-06,4.61E+11,616.4849914,6742.12264,2,636.1173835,1.37E+09
10.81240713,9.11E-06,4.61E+11,616.4849914,6742.12264,2.5,777.0720328,1.91E+09
10.81240713,9.11E-06,4.61E+11,616.4849914,6742.12264,3,933.6881906,2.52E+09
10.81240713,9.11E-06,4.61E+11,616.4849914,6742.12264,3.5,1104.88085,3.18E+09
10.81240713,9.11E-06,4.61E+11,616.4849914,6742.12264,4,1289.656222,3.89E+09
10.81240713,9.11E-06,4.61E+11,616.4849914,6742.12264,4.5,1486.49305,4.65E+09
10.81240713,9.11E-06,4.61E+11,616.4849914,6742.12264,5,1691.78548,5.45E+09
10.81240713,9.11E-06,4.61E+11,616.4849914,6742.12264,5.5,1869.160125,6.14E+09
10.81240713,9.11E-06,4.61E+11,616.4849914,6742.12264,6,2022.113196,6.74E+09
10.81240713,9.11E-06,4.61E+11,616.4849914,6742.12264,6.5,2159.560192,7.29E+09
10.81240713,9.11E-06,4.61E+11,616.4849914,6742.12264,7,2285.089746,7.80E+09
10.81240713,9.11E-06,4.61E+11,616.4849914,6742.12264,7.5,2400.894819,8.27E+09
10.81240713,9.11E-06,4.61E+11,616.4849914,6742.12264,8,2508.832817,8.72E+09
10.81240713,9.11E-06,4.61E+11,616.4849914,6742.12264,8.5,2609.862463,9.14E+09
10.81240713,9.11E-06,4.61E+11,616.4849914,6742.12264,9,2704.935052,9.54E+09
10.81240713,9.11E-06,4.61E+11,616.4849914,6742.12264,9.5,2794.113843,9.91E+09
10.81240713,9.11E-06,4.61E+11,616.4849914,6742.12264,10,2878.78644,1.03E+10
22.00203847,9.34E-06,5.09E+11,556.8530663,6540.683669,0,293.1500005,1.909540877
22.00203847,9.34E-06,5.09E+11,556.8530663,6540.683669,0.5,324.4791499,1.45E+08
22.00203847,9.34E-06,5.09E+11,556.8530663,6540.683669,1,384.0118249,4.07E+08
22.00203847,9.34E-06,5.09E+11,556.8530663,6540.683669,1.5,463.1854647,7.53E+08
22.00203847,9.34E-06,5.09E+11,556.8530663,6540.683669,2,557.8146916,1.17E+09
22.00203847,9.34E-06,5.09E+11,556.8530663,6540.683669,2.5,665.3873822,1.64E+09
22.00203847,9.34E-06,5.09E+11,556.8530663,6540.683669,3,783.5958921,2.17E+09
22.00203847,9.34E-06,5.09E+11,556.8530663,6540.683669,3.5,911.4912809,2.74E+09
22.00203847,9.34E-06,5.09E+11,556.8530663,6540.683669,4,1048.23142,3.35E+09
22.00203847,9.34E-06,5.09E+11,556.8530663,6540.683669,4.5,1192.581001,4.00E+09
22.00203847,9.34E-06,5.09E+11,556.8530663,6540.683669,5,1341.757247,4.68E+09
22.00203847,9.34E-06,5.09E+11,556.8530663,6540.683669,5.5,1468.01014,5.26E+09
22.00203847,9.34E-06,5.09E+11,556.8530663,6540.683669,6,1573.572651,5.76E+09
22.00203847,9.34E-06,5.09E+11,556.8530663,6540.683669,6.5,1665.44095,6.20E+09
22.00203847,9.34E-06,5.09E+11,556.8530663,6540.683669,7,1746.998953,6.60E+09
22.00203847,9.34E-06,5.09E+11,556.8530663,6540.683669,7.5,1820.514605,6.96E+09
22.00203847,9.34E-06,5.09E+11,556.8530663,6540.683669,8,1888.040922,7.29E+09
22.00203847,9.34E-06,5.09E+11,556.8530663,6540.683669,8.5,1950.263184,7.59E+09
22.00203847,9.34E-06,5.09E+11,556.8530663,6540.683669,9,2008.208071,7.88E+09
22.00203847,9.34E-06,5.09E+11,556.8530663,6540.683669,9.5,2062.005424,8.14E+09
22.00203847,9.34E-06,5.09E+11,556.8530663,6540.683669,10,2112.61985,8.39E+09
24.42140516,7.06E-06,4.67E+11,542.672974,6295.09512,0,293.1500005,1.410666101
24.42140516,7.06E-06,4.67E+11,542.672974,6295.09512,0.5,324.019951,9.81E+07
24.42140516,7.06E-06,4.67E+11,542.672974,6295.09512,1,382.7584413,2.77E+08
24.42140516,7.06E-06,4.67E+11,542.672974,6295.09512,1.5,460.7198678,5.13E+08
24.42140516,7.06E-06,4.67E+11,542.672974,6295.09512,2,553.5872982,7.96E+08
24.42140516,7.06E-06,4.67E+11,542.672974,6295.09512,2.5,658.8001471,1.12E+09
24.42140516,7.06E-06,4.67E+11,542.672974,6295.09512,3,774.0613952,1.47E+09
24.42140516,7.06E-06,4.67E+11,542.672974,6295.09512,3.5,898.4459889,1.86E+09
24.42140516,7.06E-06,4.67E+11,542.672974,6295.09512,4,1031.137059,2.28E+09
24.42140516,7.06E-06,4.67E+11,542.672974,6295.09512,4.5,1170.935538,2.72E+09
24.42140516,7.06E-06,4.67E+11,542.672974,6295.09512,5,1315.190242,3.17E+09
24.42140516,7.06E-06,4.67E+11,542.672974,6295.09512,5.5,1436.566987,3.57E+09
24.42140516,7.06E-06,4.67E+11,542.672974,6295.09512,6,1537.122576,3.90E+09
24.42140516,7.06E-06,4.67E+11,542.672974,6295.09512,6.5,1623.981481,4.19E+09
24.42140516,7.06E-06,4.67E+11,542.672974,6295.09512,7,1700.674143,4.45E+09
24.42140516,7.06E-06,4.67E+11,542.672974,6295.09512,7.5,1769.560444,4.68E+09
24.42140516,7.06E-06,4.67E+11,542.672974,6295.09512,8,1832.773434,4.90E+09
24.42140516,7.06E-06,4.67E+11,542.672974,6295.09512,8.5,1890.92239,5.10E+09
24.42140516,7.06E-06,4.67E+11,542.672974,6295.09512,9,1944.984163,5.28E+09
24.42140516,7.06E-06,4.67E+11,542.672974,6295.09512,9.5,1995.215565,5.45E+09
24.42140516,7.06E-06,4.67E+11,542.672974,6295.09512,10,2042.468676,5.62E+09
6.439818085,6.59E-06,4.18E+11,513.9581078,7702.067891,0,293.1500004,1.017228626
6.439818085,6.59E-06,4.18E+11,513.9581078,7702.067891,0.5,347.0168676,1.50E+08
6.439818085,6.59E-06,4.18E+11,513.9581078,7702.067891,1,448.464438,4.27E+08
6.439818085,6.59E-06,4.18E+11,513.9581078,7702.067891,1.5,581.5089646,7.79E+08
6.439818085,6.59E-06,4.18E+11,513.9581078,7702.067891,2,741.2660166,1.19E+09
6.439818085,6.59E-06,4.18E+11,513.9581078,7702.067891,2.5,924.5680931,1.67E+09
6.439818085,6.59E-06,4.18E+11,513.9581078,7702.067891,3,1128.559169,2.19E+09
6.439818085,6.59E-06,4.18E+11,513.9581078,7702.067891,3.5,1352.007633,2.75E+09
6.439818085,6.59E-06,4.18E+11,513.9581078,7702.067891,4,1593.783719,3.36E+09
6.439818085,6.59E-06,4.18E+11,513.9581078,7702.067891,4.5,1852.087721,4.02E+09
6.439818085,6.59E-06,4.18E+11,513.9581078,7702.067891,5,2122.347007,4.70E+09
6.439818085,6.59E-06,4.18E+11,513.9581078,7702.067891,5.5,2356.920378,5.29E+09
6.439818085,6.59E-06,4.18E+11,513.9581078,7702.067891,6,2560.567854,5.79E+09
6.439818085,6.59E-06,4.18E+11,513.9581078,7702.067891,6.5,2745.566606,6.26E+09
6.439818085,6.59E-06,4.18E+11,513.9581078,7702.067891,7,2916.563361,6.69E+09
6.439818085,6.59E-06,4.18E+11,513.9581078,7702.067891,7.5,3076.209898,7.10E+09
6.439818085,6.59E-06,4.18E+11,513.9581078,7702.067891,8,3226.582582,7.49E+09
6.439818085,6.59E-06,4.18E+11,513.9581078,7702.067891,8.5,3368.79663,7.86E+09
6.439818085,6.59E-06,4.18E+11,513.9581078,7702.067891,9,3503.762165,8.22E+09
6.439818085,6.59E-06,4.18E+11,513.9581078,7702.067891,9.5,3631.587723,8.56E+09
6.439818085,6.59E-06,4.18E+11,513.9581078,7702.067891,10,3753.787881,8.88E+09
11.74729835,7.92E-06,5.20E+11,685.6717264,7164.915095,0,293.1500004,1.227297698
11.74729835,7.92E-06,5.20E+11,685.6717264,7164.915095,0.5,329.2309254,1.50E+08
11.74729835,7.92E-06,5.20E+11,685.6717264,7164.915095,1,396.962707,4.20E+08
11.74729835,7.92E-06,5.20E+11,685.6717264,7164.915095,1.5,486.8287817,7.70E+08
11.74729835,7.92E-06,5.20E+11,685.6717264,7164.915095,2,594.8448607,1.18E+09
11.74729835,7.92E-06,5.20E+11,685.6717264,7164.915095,2.5,718.4851275,1.65E+09
11.74729835,7.92E-06,5.20E+11,685.6717264,7164.915095,3,856.2200348,2.17E+09
11.74729835,7.92E-06,5.20E+11,685.6717264,7164.915095,3.5,1007.092002,2.74E+09
11.74729835,7.92E-06,5.20E+11,685.6717264,7164.915095,4,1169.806637,3.36E+09
11.74729835,7.92E-06,5.20E+11,685.6717264,7164.915095,4.5,1343.572918,4.02E+09
11.74729835,7.92E-06,5.20E+11,685.6717264,7164.915095,5,1517.404705,4.68E+09
11.74729835,7.92E-06,5.20E+11,685.6717264,7164.915095,5.5,1675.145782,5.28E+09
11.74729835,7.92E-06,5.20E+11,685.6717264,7164.915095,6,1810.960353,5.80E+09
11.74729835,7.92E-06,5.20E+11,685.6717264,7164.915095,6.5,1933.415691,6.28E+09
11.74729835,7.92E-06,5.20E+11,685.6717264,7164.915095,7,2045.702221,6.72E+09
11.74729835,7.92E-06,5.20E+11,685.6717264,7164.915095,7.5,2149.408314,7.13E+09
11.74729835,7.92E-06,5.20E+11,685.6717264,7164.915095,8,2245.911507,7.52E+09
11.74729835,7.92E-06,5.20E+11,685.6717264,7164.915095,8.5,2336.224621,7.88E+09
11.74729835,7.92E-06,5.20E+11,685.6717264,7164.915095,9,2421.138861,8.23E+09
11.74729835,7.92E-06,5.20E+11,685.6717264,7164.915095,9.5,2501.369376,8.56E+09
11.74729835,7.92E-06,5.20E+11,685.6717264,7164.915095,10,2577.654842,8.87E+09
12.15972424,7.74E-06,5.04E+11,550.8601586,6757.864479,0,293.1500005,1.531354031
12.15972424,7.74E-06,5.04E+11,550.8601586,6757.864479,0.5,334.1656154,1.59E+08
12.15972424,7.74E-06,5.04E+11,550.8601586,6757.864479,1,411.4578748,4.46E+08
12.15972424,7.74E-06,5.04E+11,550.8601586,6757.864479,1.5,514.2663455,8.19E+08
12.15972424,7.74E-06,5.04E+11,550.8601586,6757.864479,2,637.8744368,1.26E+09
12.15972424,7.74E-06,5.04E+11,550.8601586,6757.864479,2.5,779.54167,1.77E+09
12.15972424,7.74E-06,5.04E+11,550.8601586,6757.864479,3,936.6370394,2.33E+09
